applicant_id,age,gender,marital_status,education_level,employment_type,years_employed,annual_income,monthly_income,income_stability_score,has_co_signer,num_dependents,credit_score,credit_history_length_years,num_open_accounts,num_credit_inquiries_6m,debt_to_income_ratio,previous_defaults,bankruptcy_history,loan_amount,loan_term_months,loan_purpose,interest_rate,has_collateral,loan_to_value_ratio,savings_balance,checking_balance,investment_portfolio_value,monthly_expenses,has_direct_deposit,application_date,application_channel,relationship_tenure_years,defaulted
APP_00007092,27,Female,Married,Bachelor,Full-time,2,84384.0,7032.0,7,No,3,676.0,5,8,1,19.38,1,No,18837.0,240,Car,11.74,Yes,73.2,907.17,67.64,22018.22,3582.12,Yes,2023-06-13,Branch,3,Yes
APP_00007093,25,Male,Married,Bachelor,Full-time,3,46757.0,3896.42,7,No,2,529.0,8,2,3,36.38,0,No,21137.0,84,Home,5.1,Yes,60.75,,2760.05,19619.2,3258.04,Yes,2023-04-09,Online,0,Yes
APP_00007094,51,Male,Married,Bachelor,Full-time,0,26728.0,2227.33,5,No,1,711.0,9,7,2,15.04,0,No,20695.0,48,Car,13.26,No,89.69,4648.47,1960.46,6845.34,1838.51,Yes,2023-05-08,Branch,25,Yes
APP_00007095,46,Male,Married,Master,Self-employed,1,66313.0,5526.08,6,No,0,694.0,5,11,3,13.52,0,No,16608.0,72,Debt Consolidation,9.62,No,93.11,2699.05,7419.42,43630.48,2633.55,Yes,2023-05-02,Online,13,No
APP_00007096,32,Female,Single,PhD,Self-employed,0,74738.0,6228.17,9,No,2,581.0,2,6,3,34.02,0,No,34761.0,120,Home,6.21,Yes,56.13,1083.7,2633.09,1075.69,2914.79,Yes,2023-06-28,Online,6,No
APP_00007097,62,Female,Married,High School,Full-time,2,39578.0,3298.17,9,No,4,688.0,2,9,5,29.93,0,Yes,37505.0,60,Home,9.99,Yes,19.33,10267.83,10218.9,2397.8,2663.56,No,2023-08-22,Online,2,Yes
APP_00007098,40,Female,Single,Bachelor,Full-time,5,90854.0,7571.17,6,No,1,709.0,4,7,1,7.04,0,No,11782.0,12,Home,6.85,No,65.98,10151.55,3007.96,33422.06,4766.01,Yes,2023-03-08,Online,9,No
APP_00007099,41,Male,Single,High School,Full-time,2,73522.0,6126.83,5,Yes,0,787.0,23,10,2,23.46,1,No,44662.0,360,Home,12.0,No,46.04,7285.95,8887.02,23048.88,4675.35,Yes,2023-10-29,Online,0,Yes
APP_00007100,32,Male,Married,High School,Full-time,4,182012.0,15167.67,7,No,1,730.0,2,8,0,15.05,1,No,25413.0,60,Home,12.0,Yes,44.92,1817.71,5691.89,25445.16,11599.2,No,2023-11-29,Online,19,Yes
APP_00007101,56,Male,Married,Bachelor,Full-time,0,98872.0,8239.33,6,No,1,784.0,11,7,1,12.87,0,No,17072.0,48,Business,4.1,No,45.59,21004.94,827.76,82717.77,6562.37,Yes,2023-06-03,Online,24,No
APP_00007102,55,Female,Married,Bachelor,Unemployed,1,61607.0,5133.92,7,No,1,647.0,1,10,1,12.47,0,No,25222.0,48,Debt Consolidation,8.13,Yes,50.6,16700.06,5733.88,9831.94,3375.21,Yes,2023-02-09,Online,1,No
APP_00007103,21,Female,Married,Bachelor,Retired,6,65914.0,5492.83,8,No,2,637.0,4,7,0,35.69,0,No,22203.0,72,Business,7.4,No,27.64,36060.65,9819.1,22161.91,3896.64,Yes,2023-11-07,Online,5,No
APP_00007104,41,Female,Single,High School,Part-time,5,42886.0,3573.83,8,No,0,647.0,1,8,3,39.83,0,No,20952.0,72,Home,6.4,Yes,44.34,9679.08,6877.16,27147.11,1941.59,No,2023-12-26,Online,0,No
APP_00007105,55,Male,Divorced,Bachelor,Full-time,5,64784.0,5398.67,8,No,0,,13,9,6,53.86,1,No,9482.0,12,Home,9.65,No,82.53,3885.67,2080.77,2926.05,3244.19,Yes,2023-11-17,Phone,13,No
APP_00007106,36,Male,Single,High School,Full-time,2,44468.0,3705.67,6,No,3,679.0,8,9,1,14.17,1,No,24591.0,84,Personal,6.47,No,67.23,8949.04,10810.5,19565.84,2285.54,No,2023-06-09,Phone,1,No
APP_00007107,36,Male,Married,Master,Self-employed,10,66057.0,5504.75,4,Yes,1,627.0,8,6,2,31.45,0,No,20042.0,48,Education,11.19,Yes,39.76,2162.44,11858.03,10238.81,3021.95,Yes,2023-11-15,Branch,2,No
APP_00007108,39,Female,Single,Master,Full-time,8,58179.0,4848.25,5,No,1,827.0,5,9,2,35.56,0,No,17122.0,60,Car,11.74,No,26.25,8135.42,2037.22,5251.55,2472.69,No,2023-08-04,Online,0,No
APP_00007109,21,Female,Divorced,High School,Part-time,8,83933.0,6994.42,8,No,0,523.0,1,10,3,6.8,0,No,13685.0,36,Education,12.27,Yes,66.31,27132.28,9621.02,76651.58,5782.91,Yes,2023-02-08,Online,2,No
APP_00007110,33,Male,Married,Bachelor,Full-time,0,84333.0,7027.75,9,No,1,830.0,1,11,0,10.54,1,No,28723.0,36,Education,5.59,No,81.93,8937.6,4059.11,29506.76,5629.97,Yes,2023-01-07,Online,8,No
APP_00007111,57,Female,Married,Bachelor,Full-time,3,120927.0,10077.25,6,No,1,714.0,1,7,1,55.76,0,No,36869.0,180,Medical,9.77,No,63.47,,1289.93,4215.71,4792.37,Yes,2023-01-11,Branch,1,No
APP_00007112,30,Male,Single,High School,Part-time,6,102688.0,8557.33,5,No,1,689.0,18,4,1,43.2,0,No,28521.0,36,Education,5.48,Yes,71.91,20118.74,3390.65,6962.53,7286.47,Yes,2023-12-30,Branch,10,No
APP_00007113,49,Female,Married,High School,Full-time,0,60327.0,5027.25,5,No,1,642.0,1,7,3,33.42,0,No,26434.0,12,Car,6.3,No,62.84,49501.89,770.96,12367.91,3988.04,No,2023-11-09,Phone,3,No
APP_00007114,45,Male,Single,Bachelor,Full-time,1,67011.0,5584.25,9,No,0,723.0,11,4,1,8.96,1,No,10573.0,60,Car,9.04,No,62.05,7800.08,6225.8,56479.65,2637.95,Yes,2023-05-08,Branch,2,Yes
APP_00007115,54,Female,Divorced,Bachelor,Full-time,1,85146.0,7095.5,5,No,1,786.0,4,2,1,8.04,0,No,33851.0,72,Personal,8.02,Yes,82.23,2556.12,2692.84,56247.82,3338.86,Yes,2023-09-12,Phone,3,No
APP_00007116,32,Male,Married,Bachelor,Unemployed,2,200077.0,16673.08,9,Yes,0,828.0,0,8,5,25.43,0,No,13172.0,48,Home,11.93,No,38.63,7986.56,10336.43,28938.89,9638.82,Yes,2023-11-16,Online,9,Yes
APP_00007117,53,Male,Married,High School,Full-time,12,45241.0,3770.08,10,No,1,462.0,2,4,0,28.06,0,No,22411.0,180,Home,3.89,No,55.73,12989.99,4289.4,13326.21,3160.96,No,2023-10-01,Branch,14,No
APP_00007118,75,Female,Single,High School,Full-time,11,47327.0,3943.92,10,No,2,471.0,3,6,1,15.7,0,No,23255.0,60,Personal,8.62,Yes,55.95,30811.75,21.87,2978.56,1936.09,No,2023-04-29,Phone,1,No
APP_00007119,46,Male,Married,Master,Full-time,0,33494.0,2791.17,10,No,1,609.0,5,6,5,49.4,0,No,13698.0,12,Car,10.62,No,65.33,6189.83,2241.73,236.5,1433.92,Yes,2023-02-22,Online,3,No
APP_00007120,50,Male,Married,PhD,Full-time,6,32209.0,2684.08,10,No,0,554.0,1,7,3,18.85,0,No,27284.0,72,Home,4.8,No,66.86,16907.18,1150.09,36717.28,1707.01,Yes,2023-02-03,Online,5,Yes
APP_00007121,58,Male,Married,Master,Full-time,2,70238.0,5853.17,6,No,3,669.0,13,9,1,19.6,0,No,19413.0,72,Car,8.28,No,74.87,42092.44,2951.53,47206.49,3332.53,No,2023-08-23,Online,8,No
APP_00007122,30,Male,Divorced,High School,Part-time,1,60284.0,5023.67,8,No,1,665.0,7,7,0,9.57,0,No,24631.0,72,Car,4.89,No,84.51,242.95,11723.38,16919.77,2349.86,Yes,2023-02-15,Online,3,No
APP_00007123,21,Female,Single,High School,Full-time,4,86780.0,7231.67,7,No,0,717.0,4,7,2,22.13,1,No,13448.0,48,Home,6.97,Yes,70.27,6021.94,15949.69,75193.02,5538.14,Yes,2023-12-08,Online,7,No
APP_00007124,21,Male,Single,Master,Full-time,0,34651.0,2887.58,10,No,2,667.0,8,17,3,16.6,0,No,19345.0,48,Home,5.75,Yes,68.99,,6603.57,31959.09,2182.51,No,2023-03-23,Online,0,No
APP_00007125,59,Female,Married,High School,Full-time,6,38510.0,3209.17,8,No,2,850.0,0,10,1,7.98,0,No,18674.0,24,Car,8.66,Yes,42.67,,5511.29,3187.39,1967.74,No,2023-05-23,Online,8,No
APP_00007126,33,Male,Single,Master,Full-time,0,220693.0,18391.08,7,No,3,657.0,17,3,3,6.64,1,No,28486.0,60,Home,6.76,No,58.39,567.52,6586.82,36835.84,7971.39,Yes,2023-10-25,Online,1,No
APP_00007127,45,Female,Married,PhD,Full-time,6,102793.0,8566.08,6,Yes,1,689.0,11,6,1,8.96,0,Yes,30829.0,12,Home,4.48,Yes,55.01,26746.26,21648.32,1153.99,3452.03,Yes,2023-01-20,Branch,4,Yes
APP_00007128,36,Male,Single,Bachelor,Full-time,3,48994.0,4082.83,7,No,1,646.0,21,9,3,15.38,0,No,20788.0,60,Debt Consolidation,7.04,No,47.54,23190.06,18054.28,2715.42,1816.63,Yes,2023-02-24,Online,5,No
APP_00007129,41,Male,Single,High School,Full-time,3,73848.0,6154.0,7,No,3,614.0,3,9,3,39.62,0,No,18146.0,360,Car,15.37,Yes,87.67,2755.89,1241.17,5363.92,3922.69,No,2023-08-27,Phone,6,No
APP_00007130,42,Male,Single,High School,Unemployed,6,95135.0,7927.92,5,No,3,796.0,14,6,1,34.17,0,No,58482.0,36,Education,9.82,No,66.59,27283.95,7012.94,24696.53,5842.14,Yes,2023-01-14,Online,9,No
APP_00007131,27,Female,Single,Master,Full-time,3,34038.0,2836.5,8,No,0,782.0,7,9,2,32.93,0,No,29121.0,72,Debt Consolidation,8.09,No,59.61,6720.94,3988.92,28260.46,1994.09,No,2023-10-17,Online,13,No
APP_00007132,42,Male,Divorced,Bachelor,Full-time,0,98974.0,8247.83,6,No,1,654.0,0,8,3,28.95,0,No,10448.0,12,Car,6.06,No,75.32,16002.48,5824.0,19788.55,3677.67,No,2023-04-27,Online,19,No
APP_00007133,43,Male,Divorced,Master,Full-time,6,67847.0,5653.92,3,Yes,0,604.0,5,2,2,4.17,1,No,27892.0,36,Education,7.0,No,34.89,46205.12,1682.5,28548.6,2421.26,Yes,2023-02-17,Online,14,Yes
APP_00007134,29,Male,Single,PhD,Full-time,1,35300.0,2941.67,2,Yes,0,801.0,3,10,1,52.62,0,No,19821.0,48,Home,5.77,Yes,49.8,5890.5,13959.26,2889.2,1584.17,No,2023-09-02,Branch,2,Yes
APP_00007135,21,Female,Married,High School,Full-time,5,57125.0,4760.42,9,No,1,720.0,14,6,1,28.74,0,No,22235.0,60,Car,11.55,Yes,68.12,17164.44,576.73,561.85,2601.56,No,2023-04-24,Branch,1,No
APP_00007136,32,Male,Married,PhD,Full-time,4,44173.0,3681.08,10,No,0,560.0,3,11,0,17.16,0,No,50940.0,84,Home,10.79,No,68.15,,7637.12,17377.54,2319.94,Yes,2023-06-30,Online,12,No
APP_00007137,40,Male,Divorced,Master,Full-time,1,57446.0,4787.17,7,No,4,816.0,9,7,1,52.04,0,No,9523.0,60,Medical,9.83,Yes,36.94,26048.75,1098.39,41044.65,3485.39,No,2023-09-02,Online,2,Yes
APP_00007138,46,Female,Married,Bachelor,Full-time,5,104549.0,8712.42,8,No,2,631.0,6,14,5,34.21,2,No,14330.0,48,Home,9.06,No,73.73,187.32,2507.63,58.27,5568.54,Yes,2023-07-27,Branch,0,No
APP_00007139,26,Male,Married,Master,Full-time,6,69463.0,5788.58,7,No,0,691.0,4,11,3,9.59,0,No,8214.0,84,Debt Consolidation,11.74,No,91.48,25972.8,805.5,20557.22,4655.58,No,2023-06-27,Branch,2,No
APP_00007140,21,Female,Married,High School,Full-time,3,20247.0,1687.25,7,No,0,695.0,16,3,1,46.94,1,No,37485.0,60,Car,5.97,No,69.43,3629.39,5086.79,1575.43,1082.64,No,2023-03-27,Online,3,No
APP_00007141,40,Female,Married,High School,Unemployed,15,22575.0,1881.25,6,No,3,498.0,0,12,1,46.03,0,No,17949.0,24,Business,7.46,Yes,49.98,31766.55,4941.09,36322.53,,Yes,2023-04-12,Branch,9,Yes
APP_00007142,39,Female,Single,High School,Part-time,1,19341.0,1611.75,9,No,1,850.0,6,5,1,33.71,0,No,24958.0,72,Home,6.15,No,79.05,1028.0,5990.6,12953.21,1355.75,Yes,2023-11-11,Online,8,No
APP_00007143,25,Female,Single,High School,Retired,3,61821.0,5151.75,6,No,1,688.0,3,7,2,15.11,0,No,13250.0,60,Debt Consolidation,13.96,Yes,26.61,8850.43,1423.96,1068.39,3456.5,Yes,2023-02-12,Branch,14,No
APP_00007144,50,Male,Divorced,Master,Full-time,1,180648.0,15054.0,7,No,4,695.0,3,8,0,19.97,0,No,11906.0,36,Education,4.05,Yes,58.32,315.24,2116.16,22183.47,8455.18,Yes,2023-04-06,Online,4,No
APP_00007145,21,Female,Married,Bachelor,Part-time,1,59592.0,4966.0,7,Yes,1,678.0,5,6,4,30.16,2,No,33749.0,72,Car,5.2,Yes,34.05,17231.95,1957.53,37755.05,3994.62,Yes,2023-09-26,Branch,0,No
APP_00007146,25,Female,Single,Bachelor,Unemployed,8,83427.0,6952.25,10,No,3,667.0,4,12,4,9.79,0,No,9054.0,60,Car,8.5,Yes,56.07,49249.86,4838.54,18881.24,5356.96,Yes,2023-01-23,Online,10,Yes
APP_00007147,38,Female,Divorced,High School,Full-time,1,45585.0,3798.75,8,No,1,628.0,9,9,1,72.74,0,No,18121.0,120,Car,3.94,Yes,42.76,584.29,2643.38,386.7,2892.82,No,2023-07-21,Online,2,No
APP_00007148,34,Male,Married,High School,Self-employed,1,132120.0,11010.0,10,No,2,725.0,1,11,2,15.37,0,No,40987.0,48,Home,7.14,No,62.59,24434.52,7692.09,18665.57,8037.57,Yes,2023-09-09,Online,9,No
APP_00007149,32,Male,Divorced,High School,Full-time,2,32260.0,2688.33,7,No,4,612.0,18,10,2,56.98,0,No,22094.0,180,Home,7.68,No,52.27,2288.4,421.84,18382.86,2227.84,Yes,2023-12-29,Phone,0,Yes
APP_00007150,45,Female,Single,Bachelor,Full-time,7,18323.0,1526.92,7,No,0,620.0,20,13,1,6.77,1,No,11150.0,48,Debt Consolidation,11.37,No,70.34,14622.19,1047.18,50036.05,1288.05,Yes,2023-10-29,Branch,4,No
APP_00007151,55,Female,Single,Bachelor,Full-time,5,72645.0,6053.75,3,No,3,602.0,37,12,1,39.99,0,No,15225.0,60,Car,7.55,No,40.0,106316.78,105.52,40277.67,3700.26,Yes,2023-05-24,Online,6,Yes
APP_00007152,40,Male,Single,High School,Self-employed,2,26811.0,2234.25,8,Yes,1,555.0,25,6,4,25.74,0,No,18150.0,60,Car,7.53,No,81.39,15874.41,3645.3,41136.68,1084.87,Yes,2023-01-09,Online,3,Yes
APP_00007153,49,Male,Married,PhD,Full-time,3,66220.0,5518.33,7,Yes,2,715.0,12,11,3,55.95,0,No,25729.0,120,Personal,5.41,Yes,7.64,13491.24,662.45,14035.31,2810.73,No,2023-10-16,Online,1,No
APP_00007154,31,Female,Divorced,High School,Full-time,1,52807.0,4400.58,7,No,0,627.0,10,10,1,40.32,2,No,21347.0,48,Car,6.61,No,37.4,9584.57,10.35,34444.13,2301.76,Yes,2023-08-12,Phone,12,No
APP_00007155,33,Female,Married,Master,Full-time,1,25218.0,2101.5,9,No,2,745.0,11,2,5,34.72,0,No,12103.0,84,Car,9.2,Yes,49.76,41949.0,827.07,7680.22,990.1,Yes,2023-11-06,Online,0,No
APP_00007156,29,Male,Single,Bachelor,Full-time,1,126193.0,10516.08,10,No,5,681.0,10,8,3,21.77,1,No,31117.0,120,Home,10.62,Yes,63.55,5226.84,235.74,19233.84,9289.2,Yes,2023-06-19,Online,2,No
APP_00007157,21,Female,Married,Bachelor,Unemployed,3,77152.0,6429.33,7,No,1,844.0,1,7,2,46.58,0,No,15229.0,36,Debt Consolidation,13.79,No,32.62,9051.38,12099.67,30965.62,3740.09,Yes,2023-04-19,Branch,0,No
APP_00007158,55,Male,Married,Bachelor,Full-time,1,32385.0,2698.75,6,Yes,4,665.0,13,11,2,56.08,0,No,29956.0,24,Debt Consolidation,4.09,No,66.6,34477.63,639.17,9344.42,1455.28,Yes,2023-01-09,Online,3,No
APP_00007159,41,Female,Married,Master,Full-time,0,318932.0,26577.67,9,Yes,4,724.0,1,8,2,14.37,0,No,23121.0,72,Home,10.66,Yes,44.42,14004.21,1036.41,1608.94,19762.41,Yes,2023-07-07,Online,1,No
APP_00007160,36,Male,Married,High School,Full-time,4,53786.0,4482.17,8,No,1,754.0,3,8,3,45.14,0,No,35305.0,60,Car,9.93,Yes,83.01,5341.86,3810.12,60560.21,3994.26,Yes,2023-03-29,Branch,4,No
APP_00007161,33,Male,Single,PhD,Full-time,0,121725.0,10143.75,7,No,0,729.0,1,2,1,62.94,0,No,24898.0,60,Home,8.58,No,63.94,11169.34,2114.78,44901.07,8779.49,Yes,2023-09-12,Branch,1,No
APP_00007162,52,Female,Married,High School,Full-time,1,40260.0,3355.0,4,No,1,653.0,3,11,4,7.21,0,No,34692.0,120,Debt Consolidation,6.69,Yes,47.21,37273.78,2783.37,4314.63,1419.41,Yes,2023-04-11,Phone,10,No
APP_00007163,30,Female,Married,Master,Full-time,8,43346.0,3612.17,10,No,1,644.0,22,10,2,13.15,0,No,30586.0,360,Car,8.72,Yes,83.51,9770.72,4338.32,8025.56,2778.19,Yes,2023-02-27,Branch,16,No
APP_00007164,50,Female,Single,Bachelor,Full-time,0,57746.0,4812.17,7,No,3,677.0,3,2,3,18.06,2,No,14170.0,72,Home,8.38,No,89.95,4317.23,4018.83,47572.81,4176.69,Yes,2023-11-13,Online,4,Yes
APP_00007165,34,Female,Single,High School,Full-time,0,59619.0,4968.25,6,No,1,690.0,6,6,1,45.92,0,No,23173.0,60,Car,3.26,Yes,62.61,6698.13,4211.41,2006.69,2088.46,Yes,2023-08-20,Online,3,No
APP_00007166,35,Female,Single,PhD,Full-time,2,77666.0,6472.17,7,No,1,622.0,0,6,2,16.0,0,No,23856.0,48,Home,6.43,No,66.23,22922.84,3869.54,14447.53,4458.81,Yes,2023-12-15,Online,3,No
APP_00007167,44,Male,Married,Bachelor,Self-employed,2,18262.0,1521.83,4,Yes,0,763.0,0,7,2,37.37,0,No,14715.0,360,Debt Consolidation,6.99,Yes,60.46,24734.8,2211.8,6983.99,876.55,No,2023-01-01,Branch,1,No
APP_00007168,25,Male,Single,Bachelor,Full-time,8,134527.0,11210.58,6,Yes,2,728.0,8,5,3,27.78,1,No,7203.0,84,Car,8.53,No,43.57,39424.01,4586.74,29985.41,5126.94,No,2023-04-23,Online,1,No
APP_00007169,32,Male,Married,High School,Full-time,1,92291.0,7690.92,4,No,1,632.0,0,5,2,18.48,0,No,29550.0,24,Home,7.68,No,66.83,46868.5,3823.39,18584.43,4402.81,Yes,2023-12-04,Branch,17,No
APP_00007170,59,Female,Single,Bachelor,Full-time,0,143557.0,11963.08,8,Yes,2,657.0,8,7,2,13.27,0,No,21678.0,60,Education,10.06,Yes,75.61,15022.74,737.29,20124.22,6017.02,No,2023-06-24,Branch,20,No
APP_00007171,25,Male,Married,Bachelor,Full-time,8,68999.0,5749.92,8,No,1,558.0,4,8,2,10.23,1,No,23909.0,180,Home,2.94,No,87.45,,503.92,41284.77,4970.08,Yes,2023-12-12,Online,2,Yes
APP_00007172,52,Female,Married,PhD,Full-time,5,51492.0,4291.0,10,No,1,587.0,0,9,2,12.22,0,No,30464.0,48,Home,11.67,Yes,50.19,10167.1,7881.91,10969.78,3590.2,Yes,2023-11-25,Branch,4,Yes
APP_00007173,53,Female,Married,PhD,Full-time,18,79343.0,6611.92,4,No,1,666.0,1,9,0,45.57,0,No,14603.0,48,Education,4.63,No,71.71,19923.39,3110.19,51922.83,2699.43,Yes,2023-05-02,Phone,10,No
APP_00007174,35,Male,Single,Bachelor,Full-time,7,188258.0,15688.17,6,No,0,,3,5,3,52.84,0,No,19850.0,24,Home,9.68,No,40.35,8311.29,2594.59,90023.37,7661.23,No,2023-01-07,Online,9,No
APP_00007175,50,Male,Single,Bachelor,Self-employed,1,37547.0,3128.92,4,No,0,748.0,2,5,1,12.14,0,No,29162.0,120,Car,8.65,No,52.37,40712.09,12468.57,21372.14,2529.47,Yes,2023-05-02,Online,0,No
APP_00007176,41,Female,Married,Master,Part-time,0,226026.0,18835.5,5,No,1,478.0,3,7,0,37.7,1,No,15141.0,60,Car,9.4,Yes,68.88,23608.25,9412.51,21885.59,,Yes,2023-06-19,Phone,1,Yes
APP_00007177,49,Male,Married,Bachelor,Full-time,1,47274.0,3939.5,7,No,2,650.0,6,7,4,29.93,0,Yes,24752.0,48,Business,5.96,No,51.27,18100.82,277.55,20344.54,3073.76,Yes,2023-01-01,Online,2,No
APP_00007178,22,Female,Married,High School,Self-employed,4,29835.0,2486.25,8,No,1,,3,8,7,61.93,0,No,26157.0,84,Home,9.77,No,58.41,22796.84,15210.6,6922.86,1891.86,Yes,2023-08-13,Online,2,Yes
APP_00007179,44,Female,Married,Bachelor,Full-time,10,93026.0,7752.17,8,No,1,543.0,4,8,3,6.5,1,Yes,22174.0,12,Debt Consolidation,7.34,No,88.81,1035.45,289.19,23245.93,4761.84,Yes,2023-12-03,Online,2,Yes
APP_00007180,36,Female,Married,High School,Full-time,0,32330.0,2694.17,7,No,0,802.0,0,6,3,27.13,0,No,10106.0,72,Business,4.85,No,61.56,1318.0,4001.85,28575.01,2378.24,No,2023-10-24,Online,2,No
APP_00007181,38,Male,Married,Master,Part-time,0,119312.0,9942.67,5,No,1,608.0,0,8,2,34.72,0,No,4859.0,36,Car,6.02,No,75.6,24842.43,1008.09,24778.71,4222.64,Yes,2023-04-02,Online,5,No
APP_00007182,42,Female,Divorced,High School,Self-employed,8,64933.0,5411.08,8,Yes,1,597.0,0,6,4,29.94,1,No,32442.0,12,Home,11.31,Yes,60.62,18212.88,5996.35,11726.19,2983.04,Yes,2023-07-12,Online,11,Yes
APP_00007183,40,Male,Single,High School,Part-time,5,54000.0,4500.0,7,No,1,768.0,1,4,2,42.74,1,No,29597.0,180,Home,9.14,No,62.88,18562.08,3710.83,2026.01,2656.76,Yes,2023-03-10,Online,2,Yes
APP_00007184,25,Female,Divorced,Master,Full-time,1,114578.0,9548.17,9,No,1,669.0,5,4,2,25.97,0,No,16805.0,48,Education,8.31,Yes,79.54,4122.13,1154.98,5609.68,8395.17,Yes,2023-12-20,Branch,7,No
APP_00007185,30,Female,Married,Bachelor,Self-employed,3,57715.0,4809.58,8,No,0,769.0,29,9,2,37.66,0,No,10840.0,48,Home,2.75,No,41.39,17210.7,5032.66,26029.2,4202.53,No,2023-09-04,Online,1,No
APP_00007186,57,Male,Married,Bachelor,Retired,3,84376.0,7031.33,3,No,0,645.0,7,5,2,23.7,0,Yes,35249.0,72,Education,6.67,Yes,67.49,4889.47,6843.96,22642.22,5766.08,Yes,2023-08-04,Online,12,No
APP_00007187,21,Male,Single,Master,Full-time,0,64914.0,5409.5,6,Yes,0,673.0,1,8,2,58.87,0,No,23407.0,36,Business,8.79,Yes,87.38,1874.67,489.76,60337.92,3990.11,Yes,2023-07-06,Branch,4,Yes
APP_00007188,53,Female,Single,Master,Full-time,15,19553.0,1629.42,6,No,0,604.0,33,10,1,18.0,1,No,18324.0,36,Home,5.61,Yes,63.11,34156.02,11825.7,47348.72,1066.78,Yes,2023-01-02,Online,20,Yes
APP_00007189,47,Female,Single,Master,Full-time,1,62205.0,5183.75,8,Yes,2,726.0,1,10,1,3.23,0,No,14820.0,24,Home,7.64,Yes,72.25,18702.22,666.93,55.48,2914.15,Yes,2023-03-16,Online,0,No
APP_00007190,33,Female,Married,Bachelor,Full-time,9,59412.0,4951.0,8,No,1,583.0,2,8,2,5.78,0,No,39975.0,60,Car,6.61,No,65.61,3327.73,3114.0,4195.15,2438.99,No,2023-12-29,Branch,2,No
APP_00007191,35,Female,Single,Bachelor,Full-time,7,67034.0,5586.17,7,No,2,730.0,14,7,2,20.94,0,No,17098.0,24,Education,6.63,No,75.36,3686.73,104.22,3043.74,4265.86,Yes,2023-03-20,Online,4,No
APP_00007192,52,Male,Married,PhD,Full-time,0,45062.0,3755.17,6,No,1,628.0,28,8,3,67.09,1,No,17274.0,24,Home,5.33,No,63.56,5189.62,7869.14,8211.86,3116.86,Yes,2023-07-19,Online,3,Yes
APP_00007193,40,Female,Divorced,Bachelor,Part-time,0,54827.0,4568.92,6,No,1,700.0,16,6,3,3.64,0,No,14555.0,240,Personal,2.04,Yes,71.2,10758.76,3614.93,28183.19,3784.17,Yes,2023-12-05,Online,5,No
APP_00007194,25,Male,Single,High School,Part-time,1,46050.0,3837.5,8,No,2,678.0,8,11,3,14.54,0,No,29247.0,60,Business,3.49,No,70.69,,2415.12,21534.21,2828.48,Yes,2023-03-26,Branch,3,No
APP_00007195,38,Female,Divorced,Master,Self-employed,0,101535.0,8461.25,5,Yes,1,690.0,0,12,4,22.71,0,No,34506.0,72,Home,5.51,No,41.67,2019.52,1018.75,3118.27,3811.27,Yes,2023-08-11,Branch,6,No
APP_00007196,31,Female,Single,Bachelor,Full-time,0,48577.0,4048.08,6,No,1,704.0,2,9,4,37.09,0,No,20884.0,72,Car,11.61,Yes,55.46,914.44,915.26,52329.55,2941.09,Yes,2023-11-02,Online,11,No
APP_00007197,38,Male,Single,Bachelor,Full-time,5,46458.0,3871.5,9,No,1,637.0,11,7,0,11.8,0,No,46696.0,72,Medical,10.01,Yes,46.74,2487.07,2099.1,39567.66,2045.08,No,2023-09-25,Online,2,No
APP_00007198,22,Male,Divorced,Master,Full-time,6,120853.0,10071.08,9,No,2,715.0,2,9,2,36.51,0,No,19347.0,360,Car,10.23,Yes,18.06,1719.09,2433.69,23757.14,7269.62,Yes,2023-11-12,Online,5,No
APP_00007199,31,Male,Divorced,High School,Full-time,0,76351.0,6362.58,9,No,3,598.0,27,12,1,21.25,2,Yes,11637.0,360,Debt Consolidation,11.98,Yes,88.92,4755.15,2700.05,24753.9,4944.12,Yes,2023-08-26,Branch,0,Yes
APP_00007200,30,Female,Married,High School,Full-time,13,101395.0,8449.58,9,No,1,725.0,0,9,2,33.86,0,No,33383.0,360,Home,16.44,No,75.98,8198.54,1659.87,48794.11,7000.97,No,2023-03-14,Online,2,No
APP_00007201,30,Male,Married,Bachelor,Full-time,3,108148.0,9012.33,8,No,0,805.0,5,8,1,36.43,0,No,56344.0,72,Car,7.46,Yes,52.25,19354.17,3187.14,28595.29,6870.89,No,2023-06-25,Online,0,No
APP_00007202,28,Female,Divorced,High School,Full-time,27,16597.0,1383.08,6,No,1,732.0,5,8,3,3.45,1,No,34189.0,36,Car,7.73,Yes,65.14,10434.34,6869.24,13574.82,1047.45,No,2023-08-13,Online,8,Yes
APP_00007203,44,Male,Married,Master,Full-time,7,121690.0,10140.83,1,No,1,646.0,22,5,2,20.03,1,No,14031.0,48,Debt Consolidation,7.41,Yes,45.69,9051.78,7890.21,26970.66,6819.27,Yes,2023-08-03,Online,1,No
APP_00007204,30,Female,Married,High School,Part-time,12,173566.0,14463.83,7,No,1,646.0,2,3,4,6.35,1,No,18980.0,84,Debt Consolidation,9.51,Yes,51.21,11163.35,1198.28,14076.73,10040.13,Yes,2023-08-31,Online,0,Yes
APP_00007205,37,Female,Single,Bachelor,Retired,0,101904.0,8492.0,3,Yes,0,771.0,8,5,1,33.61,0,No,44366.0,60,Home,12.06,Yes,55.72,13496.98,4003.86,32308.42,4347.55,No,2023-07-27,Phone,0,Yes
